time;temperature
2022-11-12 14:26:21;10.4
2022-11-12 14:28:21;10.3
2022-11-12 14:30:21;10.3
2022-11-12 14:32:21;10.3
2022-11-12 14:34:21;10.2
2022-11-12 14:36:21;10.2
2022-11-12 14:38:21;10.1
2022-11-12 14:40:21;10.2
2022-11-12 14:42:21;10.1
2022-11-12 14:44:21;10.1
2022-11-12 14:46:21;10.1
2022-11-12 14:48:21;10.1
2022-11-12 14:50:21;10.1
2022-11-12 14:52:21;10.1
