time;temperature;relative_humidity;co2_level
2021-09-02 20:18:50;25.7;42.6;785
2021-09-02 20:18:55;25.7;42.6;785
2021-09-02 20:19:00;25.7;42.6;785
2021-09-02 20:19:05;25.7;42.6;785
2021-09-02 20:19:10;25.7;42.6;786
2021-09-02 20:19:15;25.7;42.6;786
